"","CatalogNumber","YearCollected","MonthCollected","DayCollected","IndividualFishID","FishBarcode","Dissector","Examiner","DissectionDate","Sex","TotalLength_mm","StandardLength_mm","Weight_mg","CI","combo","Latitude","Longitude","psite_spp","psite_count"
"5421","MSB:Fish:4056",1978,5,19,"MSB 4056-2","JAR11322F","EO","KL","07-14-2025","F",36,28,566,"control","control_1971-1980",35.253481,-106.591225,"myxo.myxid",NA
"5422","MSB:Fish:4056",1978,5,19,"MSB 4056-3","JAR11318F","EO","JG","07-14-2025","F",37,28,549,"control","control_1971-1980",35.253481,-106.591225,"myxo.myxid",NA
"5423","MSB:Fish:4056",1978,5,19,"MSB 4056-4","JAR11317F","EO","JG","07-14-2025","F",34,28,483,"control","control_1971-1980",35.253481,-106.591225,"myxo.myxid",NA
"5424","MSB:Fish:4056",1978,5,19,"MSB 4056-1","JAR11319F","EO","GC","07-14-2025","F",37,30,644,"control","control_1971-1980",35.253481,-106.591225,"myxo.myxid",NA
"5425","MSB:Fish:4056",1978,5,19,"MSB 4056-5","JAR11321F","EO","GC","07-14-2025","F",34,28,581,"control","control_1971-1980",35.253481,-106.591225,"myxo.myxid","0"
"5426","MSB:Fish:4086",1978,9,29,"MSB 4086-3","JAR11342F","BP","JG","07-11-2025",NA,31,24,340,"control","control_1971-1980",35.380072,-106.499406,"myxo.myxid",NA
"5427","MSB:Fish:4086",1978,9,29,"MSB 4086-5","JAR11340F","BP","GC","07-11-2025","M",29,23,261,"control","control_1971-1980",35.380072,-106.499406,"myxo.myxid","0"
"5428","MSB:Fish:4086",1978,9,29,"MSB 4086-4","JAR11341F","BP","GC","07-11-2025","F",26,19,139,"control","control_1971-1980",35.380072,-106.499406,"myxo.myxid","0"
"5429","MSB:Fish:4086",1978,9,29,"MSB 4086-2","JAR11344F","BP","EO","07-11-2025","F",40,30,701,"control","control_1971-1980",35.380072,-106.499406,"myxo.myxid",NA
"5430","MSB:Fish:4086",1978,9,29,"MSB 4086-1","JAR11345F","BP","KL","07-11-2025","F",41,32,795,"control","control_1971-1980",35.380072,-106.499406,"myxo.myxid","0"
"5431","MSB:Fish:4172",1977,5,10,"MSB 4172-2","JAR11329F","JG","GC","07-14-2025","F",33,29,347,"control","control_1971-1980",35.26637,-106.598674,"myxo.myxid",NA
"5432","MSB:Fish:4172",1977,5,10,"MSB 4172-3","JAR11330F","BP","KL","07-14-2025","F",27,21,170,"control","control_1971-1980",35.26637,-106.598674,"myxo.myxid","0"
"5433","MSB:Fish:4172",1977,5,10,"MSB 4172-4","JAR11327F","BP","GC","07-14-2025","M",27,21,150,"control","control_1971-1980",35.26637,-106.598674,"myxo.myxid","0"
"5434","MSB:Fish:4172",1977,5,10,"MSB 4172-1","JAR11328F","BP","KL","07-14-2025",NA,29,24,252,"control","control_1971-1980",35.26637,-106.598674,"myxo.myxid",NA
"5435","MSB:Fish:4172",1977,5,10,"MSB 4172-5","JAR11326F","JG","JG","07-14-2025",NA,27,21,137,"control","control_1971-1980",35.26637,-106.598674,"myxo.myxid","0"
"5436","MSB:Fish:4176",1978,5,21,"MSB 4176-5","JAR8822F","JG","KL","07-08-2025","F",29,23,368,"control","control_1971-1980",35.253481,-106.591225,"myxo.myxid","0"
"5437","MSB:Fish:4176",1978,5,21,"MSB 4176-1","JAR8821F","BP","JG","07-08-2025","F",38,31,741,"control","control_1971-1980",35.253481,-106.591225,"myxo.myxid","0"
"5438","MSB:Fish:4176",1978,5,21,"MSB 4176-3","JAR8818F","JG","KL","07-08-2025","F",33,26,425,"control","control_1971-1980",35.253481,-106.591225,"myxo.myxid","1"
"5439","MSB:Fish:4176",1978,5,21,"MSB 4176-2","JAR8816F","BP","EO","07-08-2025","F",39,31,798,"control","control_1971-1980",35.253481,-106.591225,"myxo.myxid","0"
"5440","MSB:Fish:4176",1978,5,21,"MSB 4176-4","JAR8820F","BP","JG","07-08-2025","F",38,30,806,"control","control_1971-1980",35.253481,-106.591225,"myxo.myxid","0"
"5441","MSB:Fish:43165",1999,4,21,"MSB 43165-3","JAR11124F","EO","KL","07-17-2025","F",35,27,471,"impact","impact_1991-2000",35.027111,-106.672944,"myxo.myxid","0"
"5442","MSB:Fish:43165",1999,4,21,"MSB 43165-4","JAR11123F","EO","JG GC","07-17-2025","F",38,30,636,"impact","impact_1991-2000",35.027111,-106.672944,"myxo.myxid",NA
"5443","MSB:Fish:43165",1999,4,21,"MSB 43165-2","JAR11125F","EO","EO","07-17-2025","F",38,30,668,"impact","impact_1991-2000",35.027111,-106.672944,"myxo.myxid",NA
"5444","MSB:Fish:43165",1999,4,21,"MSB 43165-1","JAR11126F","EO","GC","07-17-2025","F",33,27,464,"impact","impact_1991-2000",35.027111,-106.672944,"myxo.myxid","0"
"5445","MSB:Fish:43165",1999,4,21,"MSB 43165-5","JAR11122F","EO","KL","07-17-2025","F",40,32,732,"impact","impact_1991-2000",35.027111,-106.672944,"myxo.myxid",NA
"5446","MSB:Fish:43242",1999,7,14,"MSB 43242-5","JAR11026F","KL","KL","07-28-2025",NA,41,33,899,"control","control_1991-2000",35.28302778,-106.5981389,"myxo.myxid","0"
"5447","MSB:Fish:43242",1999,7,14,"MSB 43242-4","JAR11034F","KL","KL","07-28-2025","F",32,25,344,"control","control_1991-2000",35.28302778,-106.5981389,"myxo.myxid","0"
"5448","MSB:Fish:43242",1999,7,14,"MSB 43242-3","JAR11029F","KL","KL","07-28-2025","F",32,25,338,"control","control_1991-2000",35.28302778,-106.5981389,"myxo.myxid","0"
"5449","MSB:Fish:43242",1999,7,14,"MSB 43242-2","JAR11032F","KL","KL","07-28-2025",NA,32,26,416,"control","control_1991-2000",35.28302778,-106.5981389,"myxo.myxid","0"
"5450","MSB:Fish:43242",1999,7,14,"MSB 43242-1","JAR11031F","KL","KL","07-28-2025",NA,29,22,249,"control","control_1991-2000",35.28302778,-106.5981389,"myxo.myxid","0"
"5451","MSB:Fish:43251",1999,7,15,"MSB 43251-2","JAR11011F","KL","KL","07-23-2025","F",37,29,616,"impact","impact_1991-2000",35.089293,-106.680842,"myxo.myxid",NA
"5452","MSB:Fish:43251",1999,7,15,"MSB 43251-1","JAR11014F","KL","KL","07-23-2025",NA,32,26,384,"impact","impact_1991-2000",35.089293,-106.680842,"myxo.myxid",NA
"5453","MSB:Fish:43251",1999,7,15,"MSB 43251-4","JAR11018F","KL","KL","07-23-2025","F",32,25,392,"impact","impact_1991-2000",35.089293,-106.680842,"myxo.myxid",NA
"5454","MSB:Fish:43251",1999,7,15,"MSB 43251-5","JAR11019F","KL","KL","07-23-2025","F",34,27,NA,"impact","impact_1991-2000",35.089293,-106.680842,"myxo.myxid","0"
"5455","MSB:Fish:43251",1999,7,15,"MSB 43251-3","JAR11017F","KL","KL","07-23-2025","F",33,27,379,"impact","impact_1991-2000",35.089293,-106.680842,"myxo.myxid","0"
"5456","MSB:Fish:43370",1999,8,25,"MSB 43370-2","JAR11035F","KL","KL","07-28-2025",NA,28,22,215,"control","control_1991-2000",35.28302778,-106.5981389,"myxo.myxid",NA
"5457","MSB:Fish:43370",1999,8,25,"MSB 43370-3","JAR11036F","KL","KL","07-28-2025",NA,36,29,480,"control","control_1991-2000",35.28302778,-106.5981389,"myxo.myxid",NA
"5458","MSB:Fish:43370",1999,8,25,"MSB 43370-1","JAR11041F","KL","KL","07-28-2025",NA,38,30,NA,"control","control_1991-2000",35.28302778,-106.5981389,"myxo.myxid","1"
"5459","MSB:Fish:43370",1999,8,25,"MSB 43370-5","JAR11043F","KL","KL","07-28-2025","M",30,24,225,"control","control_1991-2000",35.28302778,-106.5981389,"myxo.myxid",NA
"5460","MSB:Fish:43370",1999,8,25,"MSB 43370-4","JAR11042F","KL","KL","07-28-2025",NA,26,20,154,"control","control_1991-2000",35.28302778,-106.5981389,"myxo.myxid",NA
"5461","MSB:Fish:4353",1978,9,8,"MSB 4353-1","JAR11097F","JG","GC","07-16-2025","F",35,29,601,"control","control_1971-1980",35.222784,-106.601974,"myxo.myxid","0"
"5462","MSB:Fish:4353",1978,9,8,"MSB 4353-4","JAR11106F","BP","BP","07-16-2025",NA,25,19,157,"control","control_1971-1980",35.222784,-106.601974,"myxo.myxid","1"
"5463","MSB:Fish:4353",1978,9,8,"MSB 4353-2","JAR11100F","JG","GC","07-16-2025","M",29,24,212,"control","control_1971-1980",35.222784,-106.601974,"myxo.myxid",NA
"5464","MSB:Fish:4353",1978,9,8,"MSB 4353-5","JAR11105F","BP","KL","07-16-2025",NA,25,20,NA,"control","control_1971-1980",35.222784,-106.601974,"myxo.myxid",NA
"5465","MSB:Fish:4353",1978,9,8,"MSB 4353-3","JAR11103F","JG","GC","07-16-2025","M",27,22,151,"control","control_1971-1980",35.222784,-106.601974,"myxo.myxid",NA
"5466","MSB:Fish:4378",1978,9,23,"MSB 4378-3","JAR11554F","JG","KL","07-16-2025","F",38,32,556,"impact","impact_1971-1980",34.905272,-106.685564,"myxo.myxid","1"
"5467","MSB:Fish:4378",1978,9,23,"MSB 4378-5","JAR11545F","BP","GC","07-16-2025","F",36,28,469,"impact","impact_1971-1980",34.905272,-106.685564,"myxo.myxid","0"
"5468","MSB:Fish:4378",1978,9,23,"MSB 4378-3","JAR11546F","BP","KL","07-16-2025","F",42,32,738,"impact","impact_1971-1980",34.905272,-106.685564,"myxo.myxid",NA
"5469","MSB:Fish:4378",1978,9,23,"MSB 4378-2","JAR11551F","BP","JG","07-16-2025","F",38,30,633,"impact","impact_1971-1980",34.905272,-106.685564,"myxo.myxid","0"
"5470","MSB:Fish:4378",1978,9,23,"MSB 4378-1","JAR11548F","BP","KL","07-16-2025","F",37,28,634,"impact","impact_1971-1980",34.905272,-106.685564,"myxo.myxid","0"
"5471","MSB:Fish:438",1978,NA,5,"MSB 4389-1","JAR11516F","JG","GC","07-15-2025",NA,38,31,575,NA,NA,NA,NA,"myxo.myxid",NA
"5472","MSB:Fish:4385",1978,9,6,"MSB 4385-2","JAR8843F","EO","KL","07-08-2025",NA,30,26,273,"impact","impact_1971-1980",34.905272,-106.685564,"myxo.myxid","0"
"5473","MSB:Fish:4385",1978,9,6,"MSB 4385-5","JAR8838F","EO","JG","07-08-2025","F",27,22,197,"impact","impact_1971-1980",34.905272,-106.685564,"myxo.myxid","0"
"5474","MSB:Fish:4385",1978,9,6,"MSB 4385-3","JAR8845F","KL","KL","07-08-2025","F",27,23,204,"impact","impact_1971-1980",34.905272,-106.685564,"myxo.myxid","0"
"5475","MSB:Fish:4385",1978,9,6,"MSB 4385-4","JAR8839","KL","GC","07-08-2025","F",26,22,222,"impact","impact_1971-1980",34.905272,-106.685564,"myxo.myxid",NA
"5476","MSB:Fish:4385",1978,9,6,"MSB 4385-1","JAR8841F","KL","KL","07-08-2025","F",25,21,161,"impact","impact_1971-1980",34.905272,-106.685564,"myxo.myxid",NA
"5477","MSB:Fish:4389",1978,9,5,"MSB 4389-2","JAR11519F","JG","GC","07-15-2025","F",34,28,507,"impact","impact_1971-1980",35.092867,-106.682332,"myxo.myxid","0"
"5478","MSB:Fish:4389",1978,9,5,"MSB 4389-4","JAR11514F","JG","GC","07-15-2025",NA,40,33,716,"impact","impact_1971-1980",35.092867,-106.682332,"myxo.myxid",NA
"5479","MSB:Fish:4389",1978,9,5,"MSB 4389-3","JAR11511F","JG","GC","07-15-2025","M",34,29,461,"impact","impact_1971-1980",35.092867,-106.682332,"myxo.myxid",NA
"5480","MSB:Fish:4389",1978,9,5,"MSB 4389-5","JAR11513F","JG","GC","07-15-2025",NA,38,32,654,"impact","impact_1971-1980",35.092867,-106.682332,"myxo.myxid","0"
"5481","MSB:Fish:4418",1978,8,3,"MSB 4418-1","JAR11292F","BP","GC","07-14-2025","F",43,34,1443,"impact","impact_1971-1980",34.905272,-106.685564,"myxo.myxid",NA
"5482","MSB:Fish:4418",1978,8,3,"MSB 4418-2","JAR11289F","BP","KL","07-14-2025","F",38,30,662,"impact","impact_1971-1980",34.905272,-106.685564,"myxo.myxid","0"
"5483","MSB:Fish:4418",1978,8,3,"MSB 4418-5","JAR11297F","EO","KL","07-14-2025","F",40,33,985,"impact","impact_1971-1980",34.905272,-106.685564,"myxo.myxid",NA
"5484","MSB:Fish:4418",1978,8,3,"MSB 4418-4","JAR11298F","EO","KL","07-14-2025","F",37,30,678,"impact","impact_1971-1980",34.905272,-106.685564,"myxo.myxid","0"
"5485","MSB:Fish:4418",1978,8,3,"MSB 4418-3","JAR11295F","BP","KL","07-14-2025","F",40,31,805,"impact","impact_1971-1980",34.905272,-106.685564,"myxo.myxid","0"
"5486","MSB:Fish:4440",1978,9,5,"MSB 4440-2","JAR11555F","BJG","JG","07-16-2025",NA,28,22,223,"impact","impact_1971-1980",35.090702,-106.684514,"myxo.myxid","0"
"5487","MSB:Fish:4440",1978,9,5,"MSB 4440-1","JAR11552F","BP","JG","07-16-2025",NA,25,20,138,"impact","impact_1971-1980",35.090702,-106.684514,"myxo.myxid","0"
"5488","MSB:Fish:4440",1978,9,5,"MSB 4440-4","JAR11098F","JG","KL","07-16-2025","M",25,21,144,"impact","impact_1971-1980",35.090702,-106.684514,"myxo.myxid",NA
"5489","MSB:Fish:4440",1978,9,5,"MSB 4440-3","JAR11095F","BP","GC","07-16-2025","M",27,20,205,"impact","impact_1971-1980",35.090702,-106.684514,"myxo.myxid","0"
"5490","MSB:Fish:4440",1978,9,5,"MSB 4440-5","JAR11549F","BP","GC","07-16-2025","M",26,20,151,"impact","impact_1971-1980",35.090702,-106.684514,"myxo.myxid","0"
"5491","MSB:Fish:4453",1978,9,5,"MSB 4453-5","JAR8940F","EO","GC","07-10-2025","M",27,22,167,"impact","impact_1971-1980",35.10562,-106.681074,"myxo.myxid","0"
"5492","MSB:Fish:4453",1978,9,5,"MSB 4453-1","JAR11359F","EO","KL","07-10-2025","F",36,30,577,"impact","impact_1971-1980",35.10562,-106.681074,"myxo.myxid",NA
"5493","MSB:Fish:4453",1978,9,5,"MSB 4453-3","JAR8938F","EO","KL","07-10-2025","M",28,22,149,"impact","impact_1971-1980",35.10562,-106.681074,"myxo.myxid","0"
"5494","MSB:Fish:4453",1978,9,5,"MSB 4453-2","JAR8936F","EO ","GC","07-10-2025","F",39,31,742,"impact","impact_1971-1980",35.10562,-106.681074,"myxo.myxid","0"
"5495","MSB:Fish:4453",1978,9,5,"MSB 4453-4","JAR8942F","EO","JG","07-10-2025",NA,26,22,143,"impact","impact_1971-1980",35.10562,-106.681074,"myxo.myxid",NA
"5496","MSB:Fish:4462",1978,6,14,"MSB 4462-1","JAR11541F","BP","BP","07-15-2025",NA,27,22,205,"control","control_1971-1980",35.322164,-106.557448,"myxo.myxid","0"
"5497","MSB:Fish:4462",1978,6,14,"MSB 4462-2","JAR11540F","BP","EO","07-15-2025","F",36,27,517,"control","control_1971-1980",35.322164,-106.557448,"myxo.myxid","0"
"5498","MSB:Fish:4462",1978,6,14,"MSB 4462-5","JAR11535F","BP","GC","07-15-2025","M",26,20,170,"control","control_1971-1980",35.322164,-106.557448,"myxo.myxid",NA
"5499","MSB:Fish:4462",1978,6,14,"MSB 4462-3","JAR11538F","BP","KL","07-15-2025","F",27,20,195,"control","control_1971-1980",35.322164,-106.557448,"myxo.myxid","0"
"5500","MSB:Fish:4462",1978,6,14,"MSB 4462-4","JAR11543F","BP","GC","07-15-2025","M",27,20,197,"control","control_1971-1980",35.322164,-106.557448,"myxo.myxid",NA
"5501","MSB:Fish:4486",1978,9,29,"MSB 4486-1","JAR11274F","JG","KL","07-11-2025","F",29,24,252,"control","control_1971-1980",35.383856,-106.490929,"myxo.myxid","0"
"5502","MSB:Fish:4486",1978,9,29,"MSB 4486-2","JAR11324F","JG","KL","07-11-2025","M",25,20,171,"control","control_1971-1980",35.383856,-106.490929,"myxo.myxid","1"
"5503","MSB:Fish:4486",1978,9,29,"MSB 4486-3","JAR11325F","KL","EO","07-11-2025","F",28,23,227,"control","control_1971-1980",35.383856,-106.490929,"myxo.myxid",NA
"5504","MSB:Fish:4486",1978,9,29,"MSB 4486-4","JAR11323F","KL","KL","07-11-2025",NA,27,22,226,"control","control_1971-1980",35.383856,-106.490929,"myxo.myxid","0"
"5505","MSB:Fish:4486",1978,9,29,"MSB 4486-5","JAR11273F","KL","KL","07-11-2025",NA,25,20,158,"control","control_1971-1980",35.383856,-106.490929,"myxo.myxid","1"
"5506","MSB:Fish:4748",1978,9,5,"MSB 4748-1","JAR8904F","BP","JG","07-09-2025",NA,33,25,374,"impact","impact_1971-1980",35.197227,-106.642667,"myxo.myxid","0"
"5507","MSB:Fish:4748",1978,9,5,"MSB 4748-3","JAR8907F","BP","EO","07-09-2025","F",34,27,362,"impact","impact_1971-1980",35.197227,-106.642667,"myxo.myxid",NA
"5508","MSB:Fish:4748",1978,9,5,"MSB 4748-2","JAR8909F","EO","JG","07-09-2025",NA,36,28,522,"impact","impact_1971-1980",35.197227,-106.642667,"myxo.myxid",NA
"5509","MSB:Fish:4748",1978,9,5,"MSB 4748-5","JAR8905F","BP","GC","07-09-2025",NA,30,24,278,"impact","impact_1971-1980",35.197227,-106.642667,"myxo.myxid","0"
"5510","MSB:Fish:4748",1978,9,5,"MSB 4748-4","JAR8906F","EO","GC","07-09-2025",NA,29,23,213,"impact","impact_1971-1980",35.197227,-106.642667,"myxo.myxid",NA
"5511","MSB:Fish:4750",1978,9,29,"MSB 4750-5","JAR8807F","EO","JG KL","07-07-2025",NA,34,27,447,"control","control_1971-1980",35.385246,-106.478952,"myxo.myxid",NA
"5512","MSB:Fish:4750",1978,9,29,"MSB 4750-3","JAR8809F","EO","GC","07-07-2025","F",44,35,886,"control","control_1971-1980",35.385246,-106.478952,"myxo.myxid",NA
"5513","MSB:Fish:4750",1978,9,29,"MSB 4750-1","JAR8811F","BP","JG GC","07-07-2025","F",40,32,703,"control","control_1971-1980",35.385246,-106.478952,"myxo.myxid","0"
"5514","MSB:Fish:4750",1978,9,29,"MSB 4750-4","JAR8813F","BP","KL","07-07-2025","F",39,31,703,"control","control_1971-1980",35.385246,-106.478952,"myxo.myxid",NA
"5515","MSB:Fish:4750",1978,9,29,"MSB 4750-2","JAR8808F","JG","KL","07-07-2025","F",41,36,1080,"control","control_1971-1980",35.385246,-106.478952,"myxo.myxid","0"
"5516","MSB:Fish:515",1949,11,19,"MSB 515-4","JAR11287F","EO","KL","07-14-2025","F",37,32,1145,"impact","impact_1941-1950",35.20447,-106.610066,"myxo.myxid","0"
"5517","MSB:Fish:515",1949,11,19,"MSB 515-1","JAR11307F","EO","KL","07-14-2025",NA,43,36,964,"impact","impact_1941-1950",35.20447,-106.610066,"myxo.myxid","0"
"5518","MSB:Fish:515",1949,11,19,"MSB 515-3","JAR11290F","EO","GC","07-14-2025","F",39,32,785,"impact","impact_1941-1950",35.20447,-106.610066,"myxo.myxid",NA
"5519","MSB:Fish:515",1949,11,19,"MSB 515-2","JAR11310F","EO","GC","07-14-2025","F",37,30,662,"impact","impact_1941-1950",35.20447,-106.610066,"myxo.myxid","0"
"5520","MSB:Fish:515",1949,11,19,"MSB 515-5","JAR11304F","EO","JG","07-14-2025","F",43,35,1190,"impact","impact_1941-1950",35.20447,-106.610066,"myxo.myxid",NA
"5521","MSB:Fish:5811",1987,9,9,"MSB 5811-4","JAR8806F","EO","KL","07-07-2025","F",34,27,481,"control","control_1981-1990",35.322164,-106.557448,"myxo.myxid",NA
"5522","MSB:Fish:5811",1987,9,9,"MSB 5811-5","JAR8810F","BP","GC","07-07-2025","F",32,26,411,"control","control_1981-1990",35.322164,-106.557448,"myxo.myxid","0"
"5523","MSB:Fish:5811",1987,9,9,"MSB 5811-2","JAR8804F","EO","GC","07-07-2025",NA,41,34,755,"control","control_1981-1990",35.322164,-106.557448,"myxo.myxid","0"
"5524","MSB:Fish:5811",1987,9,9,"MSB 5811-1","JAR8803F","BP","EO GC","07-07-2025","F",39,31,706,"control","control_1981-1990",35.322164,-106.557448,"myxo.myxid","0"
"5525","MSB:Fish:5811",1987,9,9,"MSB 5811-3","JAR8805F","BP","JG KL","07-07-2025",NA,35,27,556,"control","control_1981-1990",35.322164,-106.557448,"myxo.myxid","0"
"5526","MSB:Fish:5822",1987,9,10,"MSB 5822-1","JAR11343F","BP","GC","07-10-2025","F",34,26,358,"impact","impact_1981-1990",34.905272,-106.685564,"myxo.myxid","1"
"5527","MSB:Fish:5822",1987,9,10,"MSB 5822-5","JAR11352F","BP","JG","07-10-2025",NA,29,21,200,"impact","impact_1981-1990",34.905272,-106.685564,"myxo.myxid",NA
"5528","MSB:Fish:5822",1987,9,10,"MSB 5822-2","JAR11346F","BP","GC","07-10-2025","F",36,29,480,"impact","impact_1981-1990",34.905272,-106.685564,"myxo.myxid","0"
"5529","MSB:Fish:5822",1987,9,10,"MSB 5822-4","JAR11355F","JG","JG","07-10-2025",NA,25,20,153,"impact","impact_1981-1990",34.905272,-106.685564,"myxo.myxid","0"
"5530","MSB:Fish:5822",1987,9,10,"MSB 5822-3","JAR11358F","BP","JG","07-10-2025","F",41,32,826,"impact","impact_1981-1990",34.905272,-106.685564,"myxo.myxid",NA
"5531","MSB:Fish:62355",2000,9,14,"MSB 62355-1","JAR11052F","KL","KL","07-28-2025","F",32,25,322,"control","control_1991-2000",35.28373,-106.59878,"myxo.myxid",NA
"5532","MSB:Fish:62355",2000,9,14,"MSB 62355-3","JAR11053F","KL","KL","07-28-2025","F",29,24,210,"control","control_1991-2000",35.28373,-106.59878,"myxo.myxid",NA
"5533","MSB:Fish:62355",2000,9,14,"MSB 62355-2","JAR11055F","KL","KL","07-28-2025",NA,33,26,326,"control","control_1991-2000",35.28373,-106.59878,"myxo.myxid",NA
"5534","MSB:Fish:62355",2000,9,14,"MSB 62355-5","JAR11058F","KL","KL","07-28-2025",NA,25,21,152,"control","control_1991-2000",35.28373,-106.59878,"myxo.myxid",NA
"5535","MSB:Fish:62355",2000,9,14,"MSB 62355-4","JAR11054F","KL","KL","07-28-2025","F",32,25,308,"control","control_1991-2000",35.28373,-106.59878,"myxo.myxid","1"
"5536","MSB:Fish:6300",1988,11,12,"MSB 6300-5","JAR11624F","JG","GC","07-21-2025","F",33,27,377,"impact","impact_1981-1990",35.017903,-106.661847,"myxo.myxid","0"
"5537","MSB:Fish:6300",1988,11,12,"MSB 6300-1","JAR11625F","BP","BP","07-21-2025","M",33,26,347,"impact","impact_1981-1990",35.017903,-106.661847,"myxo.myxid","0"
"5538","MSB:Fish:6300",1988,11,12,"MSB 6300-4","JAR11622F","JG","BP","07-21-2025",NA,33,25,280,"impact","impact_1981-1990",35.017903,-106.661847,"myxo.myxid",NA
"5539","MSB:Fish:6300",1988,11,12,"MSB 6300-3","JAR11627F","BP","EO","07-21-2025","F",33,25,348,"impact","impact_1981-1990",35.017903,-106.661847,"myxo.myxid","0"
"5540","MSB:Fish:6300",1988,11,12,"MSB 6300-2","JAR11619F","JG","GC","07-21-2025","F",34,27,388,"impact","impact_1981-1990",35.017903,-106.661847,"myxo.myxid","0"
"5541","MSB:Fish:6405",1989,10,16,"MSB 6405-4","JAR11312F","BP","GC","07-14-2025","F",37,29,435,"impact","impact_1981-1990",35.089293,-106.680842,"myxo.myxid",NA
"5542","MSB:Fish:6405",1989,10,16,"MSB 6405-2","JAR11315F","JG","EO","07-14-2025","F",37,31,537,"impact","impact_1981-1990",35.089293,-106.680842,"myxo.myxid",NA
"5543","MSB:Fish:6405",1989,10,16,"MSB 6405-3","JAR11313F","JG","GC","07-14-2025","F",33,26,403,"impact","impact_1981-1990",35.089293,-106.680842,"myxo.myxid",NA
"5544","MSB:Fish:6405",1989,10,16,"MSB 6405-1","JAR1131F","BP","KL","07-14-2025","F",32,24,325,"impact","impact_1981-1990",35.089293,-106.680842,"myxo.myxid",NA
"5545","MSB:Fish:6405",1989,10,16,"MSB 6405-5","JAR11314F","JG","JG","07-14-2025",NA,34,27,398,"impact","impact_1981-1990",35.089293,-106.680842,"myxo.myxid",NA
"5546","MSB:Fish:68470",1984,8,15,"MSB 68470-3","JAR11608F","BP","JG","07-18-2025","F",44,33,959,"impact","impact_1981-1990",35.089293,-106.680842,"myxo.myxid","0"
"5547","MSB:Fish:68470",1984,8,15,"MSB 68470-1","JAR11604F","BP","KL","07-18-2025","F",41,31,874,"impact","impact_1981-1990",35.089293,-106.680842,"myxo.myxid",NA
"5548","MSB:Fish:68470",1984,8,15,"MSB 68470-5","JAR11601F","BP","EO","07-18-2025","F",37,29,554,"impact","impact_1981-1990",35.089293,-106.680842,"myxo.myxid",NA
"5549","MSB:Fish:68470",1984,8,15,"MSB 68470-2","JAR11605F","JG","GC","07-18-2025","F",37,30,568,"impact","impact_1981-1990",35.089293,-106.680842,"myxo.myxid","0"
"5550","MSB:Fish:68470",1984,8,15,"MSB 68470-4","JAR11611F","JG","JG","07-18-2025",NA,35,30,521,"impact","impact_1981-1990",35.089293,-106.680842,"myxo.myxid","0"
"5551","MSB:Fish:68483",1984,8,15,"MSB 68483-5","JAR11593F","JG","EO","07-18-2025","F",39,32,596,"impact","impact_1981-1990",35.069907,-106.658878,"myxo.myxid",NA
"5552","MSB:Fish:68483",1984,8,15,"MSB 68483-1","JAR11594F","JG","JG","07-18-2025","F",36,29,526,"impact","impact_1981-1990",35.069907,-106.658878,"myxo.myxid","0"
"5553","MSB:Fish:68483",1984,8,15,"MSB 68483-4","JAR11599","JG","GC","07-18-2025","F",37,30,507,"impact","impact_1981-1990",35.069907,-106.658878,"myxo.myxid",NA
"5554","MSB:Fish:68483",1984,8,15,"MSB 68483-3","JAR11602F","BP","BP","07-18-2025","F",36,29,500,"impact","impact_1981-1990",35.069907,-106.658878,"myxo.myxid","0"
"5555","MSB:Fish:68483",1984,8,15,"MSB 68483-2","JAR11596F","JG","KL","07-18-2025","F",35,29,498,"impact","impact_1981-1990",35.069907,-106.658878,"myxo.myxid","0"
"5556","MSB:Fish:68508",1984,8,15,"MSB 68508-2","JAR11591F","JG","JG","07-21-2025","F",34,27,416,"control","control_1981-1990",35.225523,-106.597651,"myxo.myxid","0"
"5557","MSB:Fish:68508",1984,8,15,"MSB 68508-4","JAR11588F","JG","GC","07-21-2025","F",35,28,587,"control","control_1981-1990",35.225523,-106.597651,"myxo.myxid","0"
"5558","MSB:Fish:68508",1984,8,15,"MSB 68508-5","JAR11587F","BP","JG","07-21-2025","F",33,25,397,"control","control_1981-1990",35.225523,-106.597651,"myxo.myxid",NA
"5559","MSB:Fish:68508",1984,8,15,"MSB 68508-3","JAR11585F","BP","EO","07-21-2025","F",37,28,556,"control","control_1981-1990",35.225523,-106.597651,"myxo.myxid","0"
"5560","MSB:Fish:68508",1984,8,15,"MSB 68508-1","JAR11590F","BP","GC","07-21-2025","F",36,27,487,"control","control_1981-1990",35.225523,-106.597651,"myxo.myxid","0"
"5561","MSB:Fish:68521",1984,8,16,"MSB 68521-5","JAR11597F","BP","JG","07-18-2025","F",32,25,429,"control","control_1981-1990",35.211416,-106.612833,"myxo.myxid","0"
"5562","MSB:Fish:68521",1984,8,16,"MSB 68521-4","JAR11598F","BP","KL","07-18-2025","F",31,24,369,"control","control_1981-1990",35.211416,-106.612833,"myxo.myxid",NA
"5563","MSB:Fish:68521",1984,8,16,"MSB 68521-1","JAR11600F","JG","KL","07-18-2025","F",39,31,597,"control","control_1981-1990",35.211416,-106.612833,"myxo.myxid","0"
"5564","MSB:Fish:68521",1984,8,16,"MSB 68521-3","JAR11595F","JG","BP","07-18-2025","F",39,31,719,"control","control_1981-1990",35.211416,-106.612833,"myxo.myxid",NA
"5565","MSB:Fish:68521",1984,8,16,"MSB 68521-2","JAR11603F","BP","BP","07-18-2025","F",36,27,661,"control","control_1981-1990",35.211416,-106.612833,"myxo.myxid","1"
