"","CatalogNumber","YearCollected","MonthCollected","DayCollected","IndividualFishID","FishBarcode","Dissector","Examiner","DissectionDate","Sex","TotalLength_mm","StandardLength_mm","Weight_mg","CI","combo","Latitude","Longitude","psite_spp","psite_count"
"1716","MSB:Fish:1155",1943,6,23,"MSB 1155-3","JAR8685F","BP","CW","06-23-2025",NA,69,56,3145,"control","control_1941-1950",35.322418,-106.557971,"trem.d",0
"1717","MSB:Fish:1155",1943,6,23,"MSB 1155-4","JAR8683F","EO","BP KL","06-23-2025",FALSE,54,45,1684,"control","control_1941-1950",35.322418,-106.557971,"trem.d",0
"1718","MSB:Fish:1155",2943,6,23,"MSB1155-1","JAR8679F","BP","BP CW KL","06-23-2025",NA,62,50,2170,"control","control_1941-1950",35.322418,-106.557971,"trem.d",0
"1719","MSB:Fish:1155",1943,6,23,"MSB 1155-5","JAR8687F","EO","KL","06-23-2025",NA,53,45,1706,"control","control_1941-1950",35.322418,-106.557971,"trem.d",0
"1720","MSB:Fish:1155",1943,6,23,"MSB 1155-2","JAR8681F","EO","KL","06-23-2025",NA,63,50,2536,"control","control_1941-1950",35.322418,-106.557971,"trem.d",0
"1721","MSB:Fish:1160",1939,1,28,"MSB 1160-3","JAR8784F","JG","CW","07-01-2025",NA,51,42,1253,"impact","impact_1931-1940",35.100259,-106.692107,"trem.d",0
"1722","MSB:Fish:1160",1939,1,28,"MSB 1160-2","JAR8779","JG","EO GC","07-01-2025",NA,48,38,800,"impact","impact_1931-1940",35.100259,-106.692107,"trem.d",0
"1723","MSB:Fish:1160",1939,1,28,"MSB 1160-1","JAR8781F","JG","GC","07-01-2025",NA,51,43,1112,"impact","impact_1931-1940",35.100259,-106.692107,"trem.d",0
"1724","MSB:Fish:1160",1939,1,28,"MSB 1160-4","JAR8780F","JG","GC","07-01-2025",FALSE,50,41,1020,"impact","impact_1931-1940",35.100259,-106.692107,"trem.d",0
"1725","MSB:Fish:1160",1939,1,28,"MSB 1160-5","JAR8782F","EO","GC","07-01-2025",NA,51,40,1021,"impact","impact_1931-1940",35.100259,-106.692107,"trem.d",0
"1726","MSB:Fish:19389",1994,5,27,"MSB 19389-1","JAR8874F","JG","JG","07-02-2025",FALSE,56,44,1941,"control","control_1991-2000",35.322164,-106.557448,"trem.d",0
"1727","MSB:Fish:19389",1994,5,27,"MSB 19389-2","JAR8862F","EO","KL","07-02-2025",NA,52,40,1391,"control","control_1991-2000",35.322164,-106.557448,"trem.d",1
"1728","MSB:Fish:19389",1994,5,27,"MSB 19389-5","JAR8878F","BP","CW","07-02-2025",NA,44,35,909,"control","control_1991-2000",35.322164,-106.557448,"trem.d",0
"1729","MSB:Fish:19389",1994,5,27,"MSB 19389-4","JAR8858F","EO","GC","07-02-2025",NA,48,38,1096,"control","control_1991-2000",35.322164,-106.557448,"trem.d",0
"1730","MSB:Fish:19389",1994,5,27,"MSB 19389-3","JAR8876F","JG","KL","07-02-2025",FALSE,55,46,2190,"control","control_1991-2000",35.322164,-106.557448,"trem.d",0
"1731","MSB:Fish:19537",1994,9,16,"MSB 19537-3","JAR8635F","EO","CLW","06-20-2025",NA,59,46,1370,"impact","impact_1991-2000",34.85683333,-106.7208056,"trem.d",0
"1732","MSB:Fish:19537",1994,9,16,"MSB 19537-2","JAR8664F","EO","CW","06-16-2025",NA,58,46,1650,"impact","impact_1991-2000",34.85683333,-106.7208056,"trem.d",0
"1733","MSB:Fish:19537",1994,9,16,"MSB 19537-1","JAR8632F","JG","KL","06-16-2025",NA,54,48,1824,"impact","impact_1991-2000",34.85683333,-106.7208056,"trem.d",0
"1734","MSB:Fish:19537",1994,9,16,"MSB 19537-4","JAR8638F","JG","CLW","06-16-2025",NA,53,44,1183,"impact","impact_1991-2000",34.85683333,-106.7208056,"trem.d",0
"1735","MSB:Fish:19537",1994,9,16,"MSB 19537-5","JAR8637F","EO","CW","06-16-2025",NA,47,38,760,"impact","impact_1991-2000",34.85683333,-106.7208056,"trem.d",0
"1736","MSB:Fish:19688",1994,10,10,"MSB 19688-2","JAR8863F","BP","JG CW","07-02-2025",NA,57,44,1805,"impact","impact_1991-2000",34.85683333,-106.7208056,"trem.d",0
"1737","MSB:Fish:19688",1994,10,10,"MSB 19688-4","JAR8867F","BP","CW","07-02-2025",NA,58,46,1810,"impact","impact_1991-2000",34.85683333,-106.7208056,"trem.d",0
"1738","MSB:Fish:19688",1994,10,10,"MSB 19688-5","JAR8869F","BP","KL","07-02-2025",NA,48,38,993,"impact","impact_1991-2000",34.85683333,-106.7208056,"trem.d",0
"1739","MSB:Fish:19688",1994,10,10,"MSB 19688-1","JAR8886F","BP","JG CW","07-02-2025",NA,65,51,2667,"impact","impact_1991-2000",34.85683333,-106.7208056,"trem.d",0
"1740","MSB:Fish:19688",1994,10,10,"MSB 19688-3","JAR8865F","BP","KL","07-02-2025",FALSE,56,45,2032,"impact","impact_1991-2000",34.85683333,-106.7208056,"trem.d",0
"1741","MSB:Fish:20390",1994,8,11,"MSB 20390-2","JAR8881F","JG","GC","07-02-2025",NA,40,36,923,"impact","impact_1991-2000",34.85683333,-106.7208056,"trem.d",0
"1742","MSB:Fish:20390",1994,8,11,"MSB 20390-3","JAR8880F","JG","EO","07-02-2025",NA,41,33,528,"impact","impact_1991-2000",34.85683333,-106.7208056,"trem.d",0
"1743","MSB:Fish:20390",1994,8,11,"MSB 20390-1","JAR8883F","JG","JG","07-02-2025",NA,53,41,1467,"impact","impact_1991-2000",34.85683333,-106.7208056,"trem.d",0
"1744","MSB:Fish:20390",1994,8,11,"MSB 20390-4","JAR8882F","JG","BP","07-02-2025",NA,49,38,968,"impact","impact_1991-2000",34.85683333,-106.7208056,"trem.d",1
"1745","MSB:Fish:20390",1994,8,11,"MSB 20390-5","JAR8884F","JG","CW","07-02-2025",NA,49,40,1145,"impact","impact_1991-2000",34.85683333,-106.7208056,"trem.d",0
"1746","MSB:Fish:20526",1994,7,27,"MSB 20526-5","JAR8666F","EO","CW","06-20-2025",NA,37,29,510,"impact","impact_1991-2000",34.905272,-106.685564,"trem.d",0
"1747","MSB:Fish:20526",1994,7,27,"MSB 20526-4","JAR8669F","BP","CLW","06-20-2025",NA,34,26,375,"impact","impact_1991-2000",34.905272,-106.685564,"trem.d",0
"1748","MSB:Fish:20526",1994,7,27,"MSB 20526-2","JAR8665F","BP","CW","06-20-2025",NA,37,29,507,"impact","impact_1991-2000",34.905272,-106.685564,"trem.d",0
"1749","MSB:Fish:20526",1994,7,27,"MSB 20526-3","JAR8667F","EO","CLW","06-20-2025",NA,38,30,599,"impact","impact_1991-2000",34.905272,-106.685564,"trem.d",1
"1750","MSB:Fish:20526",1994,7,27,"MSB 20526-1","JAR8647F","EO","KL","06-20-2025",NA,53,44,1498,"impact","impact_1991-2000",34.905272,-106.685564,"trem.d",1
"1751","MSB:Fish:25010",1995,8,2,"MSB 25010-2","JAR8650F","JG","KL","06-16-2025",NA,37,30,475,"control","control_1991-2000",35.28302778,-106.5981389,"trem.d",0
"1752","MSB:Fish:25010",1995,8,2,"MSB 25010-3","JAR8649F","EO","KL","06-16-2025",NA,39,31,531,"control","control_1991-2000",35.28302778,-106.5981389,"trem.d",1
"1753","MSB:Fish:25010",1995,8,2,"MSB 25010-4","JAR8652F","JG","JG CLW","06-16-2025",NA,35,28,503,"control","control_1991-2000",35.28302778,-106.5981389,"trem.d",0
"1754","MSB:Fish:25010",1995,8,2,"MSB 25010-1","JAR8629F","EO","CW","06-16-2025",NA,43,32,743,"control","control_1991-2000",35.28302778,-106.5981389,"trem.d",0
"1755","MSB:Fish:25010",1995,8,2,"MSB 25010-5","JAR8651F","EO","KL","06-16-2025",NA,38,30,494,"control","control_1991-2000",35.28302778,-106.5981389,"trem.d",5
"1756","MSB:Fish:25023",1995,8,2,"MSB 25023-3","JAR8723F","EO","CW","06-25-2025",NA,38,29,422,"impact","impact_1991-2000",35.089293,-106.680842,"trem.d",0
"1757","MSB:Fish:25023",1995,8,2,"MSB 25023-5","JAR8719F","EO","KL","06-25-2025",NA,40,31,571,"impact","impact_1991-2000",35.089293,-106.680842,"trem.d",0
"1758","MSB:Fish:25023",1995,8,2,"MSB 25023-1","JAR8720F","EO","JG EO KL","06-25-2025",NA,39,30,586,"impact","impact_1991-2000",35.089293,-106.680842,"trem.d",0
"1759","MSB:Fish:25023",1995,8,2,"MSB 25023-2","JAR8725F","EO","KL","06-25-2025",NA,36,29,560,"impact","impact_1991-2000",35.089293,-106.680842,"trem.d",1
"1760","MSB:Fish:25023",1995,8,2,"MSB 25023-4","JAR8721F","EO","CW","06-25-2025",NA,37,29,524,"impact","impact_1991-2000",35.089293,-106.680842,"trem.d",0
"1761","MSB:Fish:30075",1996,4,10,"MSB 30075-4","JAR8775F","EO","GC","06-30-2025",NA,63,49,2305,"impact","impact_1991-2000",35.13539167,-106.6684167,"trem.d",1
"1762","MSB:Fish:30075",1996,4,10,"MSB 30075-5","JAR8776","EO","EO KL ","06-30-2025",FALSE,68,54,3090,"impact","impact_1991-2000",35.13539167,-106.6684167,"trem.d",0
"1763","MSB:Fish:30075",1996,4,10,"MSB 30075-3","JAR8774F","JG","GC","06-30-2025",NA,57,46,1641,"impact","impact_1991-2000",35.13539167,-106.6684167,"trem.d",0
"1764","MSB:Fish:30075",1996,4,10,"MSB 30075-1","JAR8777F","JG","KL","06-30-2025",FALSE,55,45,1416,"impact","impact_1991-2000",35.13539167,-106.6684167,"trem.d",0
"1765","MSB:Fish:30075",1996,4,10,"MSB 30075-2","JAR8778F","EO","CW","06-30-2025",NA,70,57,3072,"impact","impact_1991-2000",35.13539167,-106.6684167,"trem.d",1
"1766","MSB:Fish:30282",1996,5,16,"MSB 30282-2","JAR8653F","EO","CW","06-23-2025",NA,64,50,2621,"control","control_1991-2000",35.322164,-106.557448,"trem.d",0
"1767","MSB:Fish:30282",1996,5,16,"MSB 20282-5","JAR8655F","JG","CLW","06-23-2025",NA,72,59,3808,"control","control_1991-2000",35.322164,-106.557448,"trem.d",0
"1768","MSB:Fish:30282",1996,5,16,"MSB 30282-1","JAR8654F","JG","CLW","06-23-2025",NA,58,49,2054,"control","control_1991-2000",35.322164,-106.557448,"trem.d",0
"1769","MSB:Fish:30282",1996,5,16,"MSB 30282-3","JAR8656F","EO","KL","06-23-2025",NA,71,56,3863,"control","control_1991-2000",35.322164,-106.557448,"trem.d",0
"1770","MSB:Fish:30282",1996,5,16,"MSB 30282-4","JAR8658F","BP","JG KL","06-23-2025",FALSE,58,46,1814,"control","control_1991-2000",35.322164,-106.557448,"trem.d",0
"1771","MSB:Fish:30410",1996,6,28,"MSB 30410-2","JAR8742F","BP","CW","06-25-2025",FALSE,66,53,3676,"impact","impact_1991-2000",34.85683333,-106.7208056,"trem.d",5
"1772","MSB:Fish:30410",1996,6,28,"MSB 30410-3","JAR8740F","BP","KL","06-25-2025",FALSE,74,59,4025,"impact","impact_1991-2000",34.85683333,-106.7208056,"trem.d",3
"1773","MSB:Fish:30410",1996,6,28,"MSB 30410-5","JAR8743F","BP","BP CW ","06-25-2025",NA,69,58,2424,"impact","impact_1991-2000",34.85683333,-106.7208056,"trem.d",3
"1774","MSB:Fish:30410",1996,6,28,"MSB 30410-1","JAR8736F","BP","CLW","06-25-2025",FALSE,72,59,NA,"impact","impact_1991-2000",34.85683333,-106.7208056,"trem.d",4
"1775","MSB:Fish:30410",1996,6,28,"MSB 30410-4","JAR8738F","JG","CLW","06-25-2025",FALSE,75,61,4376,"impact","impact_1991-2000",34.85683333,-106.7208056,"trem.d",3
"1776","MSB:Fish:30810",1996,2,7,"MSB 30810-3","JAR8737F","EO","KL","06-25-2026",FALSE,55,43,1306,"impact","impact_1991-2000",35.089293,-106.680842,"trem.d",0
"1777","MSB:Fish:30810",1996,2,7,"MSB 30810-2","JAR8735F","BP","JG KL","06-25-2025",FALSE,59,48,1673,"impact","impact_1991-2000",35.089293,-106.680842,"trem.d",0
"1778","MSB:Fish:30810",1996,2,7,"MSB 30810-4","JAR8739F","BP","CW","06-25-2026",NA,66,52,2148,"impact","impact_1991-2000",35.089293,-106.680842,"trem.d",0
"1779","MSB:Fish:30810",1996,2,7,"MSB 30910-1","JAR8734F","EO","CW","06-25-2025",NA,68,54,2437,"impact","impact_1991-2000",35.089293,-106.680842,"trem.d",0
"1780","MSB:Fish:30810",1996,2,7,"MSB 30810-5","JAR8741F","BP","CW","06-25-2025",NA,63,52,2142,"impact","impact_1991-2000",35.089293,-106.680842,"trem.d",0
"1781","MSB:Fish:39103",1997,10,15,"MSB 39103-1","JAR8670F","BP","JG KL","06-23-2025",NA,57,53,2560,"control","control_1991-2000",35.28302778,-106.5981389,"trem.d",0
"1782","MSB:Fish:39103",1997,10,15,"MSB 39103-3","JAR8675F","BP","KL","06-23-2025",NA,61,47,2132,"control","control_1991-2000",35.28302778,-106.5981389,"trem.d",0
"1783","MSB:Fish:39103",1997,10,15,"MSB 39103-5","JAR8678F","EO","CW","06-23-2025",NA,60,47,2006,"control","control_1991-2000",35.28302778,-106.5981389,"trem.d",0
"1784","MSB:Fish:39103",2997,10,15,"MSB 39103-4","JAR8676F","EO","EO CLW","06-23-2025",NA,69,54,3110,"control","control_1991-2000",35.28302778,-106.5981389,"trem.d",0
"1785","MSB:Fish:39103",1997,10,15,"MSB 39103-2","JAR8677F","JG","KL","06-23-2025",NA,69,56,3012,"control","control_1991-2000",35.28302778,-106.5981389,"trem.d",0
"1786","MSB:Fish:3966",1977,9,28,"MSB 3966-5","JAR8879F","JG","CW","07-02-2025",NA,51,41,1353,"impact","impact_1971-1980",35.134883,-106.690838,"trem.d",0
"1787","MSB:Fish:3966",1977,9,28,"MSB 3966-3","JAR8894F","JG","GC","07-02-2025",NA,50,39,1164,"impact","impact_1971-1980",35.134883,-106.690838,"trem.d",0
"1788","MSB:Fish:3966",1977,9,28,"MSB 3966-1","JAR8888F","JG","KL","07-02-2025",NA,55,44,1530,"impact","impact_1971-1980",35.134883,-106.690838,"trem.d",1
"1789","MSB:Fish:3966",1977,9,28,"MSB 3966-4","JAR8885F","JG","GC","07-02-2025",NA,57,47,2076,"impact","impact_1971-1980",35.134883,-106.690838,"trem.d",0
"1790","MSB:Fish:3966",1977,9,28,"MSB 3966-2","JAR8892F","JG","CW","07-02-2025",NA,38,30,477,"impact","impact_1971-1980",35.134883,-106.690838,"trem.d",0
"1791","MSB:Fish:4096",1978,9,5,"MSB 4096-1","JAR8718F","BP","KL","06-24-2025",NA,44,36,1043,"impact","impact_1971-1980",35.10625,-106.692633,"trem.d",0
"1792","MSB:Fish:4096",1978,9,5,"MSB 4096-5","JAR8715F","BP","KL","06-24-2025",NA,41,33,774,"impact","impact_1971-1980",35.10625,-106.692633,"trem.d",0
"1793","MSB:Fish:4096",1978,9,5,"MSB 4096-3","JAR8713F","BP","EO CW","06-24-2025",FALSE,49,39,1118,"impact","impact_1971-1980",35.10625,-106.692633,"trem.d",0
"1794","MSB:Fish:4096",1978,9,5,"MSB 4096-4","JAR8717F","EO","CW","06-24-2025",NA,45,35,856,"impact","impact_1971-1980",35.10625,-106.692633,"trem.d",0
"1795","MSB:Fish:4096",1978,9,5,"MSB 4096-2","JAR8711F","EO","CW","06-24-2025",NA,44,34,903,"impact","impact_1971-1980",35.10625,-106.692633,"trem.d",0
"1796","MSB:Fish:4161",1977,8,5,"MSB 4161-3","JAR8700F","BP","CW","06-24-2025",NA,39,29,511,"impact","impact_1971-1980",34.905272,-106.685564,"trem.d",0
"1797","MSB:Fish:4161",1977,8,5,"MSB 4161-4","JAR8702F","JG","CLW","06-24-2025",NA,41,31,632,"impact","impact_1971-1980",34.905272,-106.685564,"trem.d",1
"1798","MSB:Fish:4161",1977,8,5,"MSB 4161-5","JAR8703F","JG","CLW","06-24-2025",NA,36,29,444,"impact","impact_1971-1980",34.905272,-106.685564,"trem.d",0
"1799","MSB:Fish:4161",1977,8,5,"MSB 4161-1","JAR8696F","JG","KL","06-24-2025",NA,53,43,1166,"impact","impact_1971-1980",34.905272,-106.685564,"trem.d",0
"1800","MSB:Fish:4161",1977,8,5,"MSB 4161-2","JAR8698F","JG","JG KL","06-24-2025",NA,44,35,753,"impact","impact_1971-1980",34.905272,-106.685564,"trem.d",0
"1801","MSB:Fish:4206",1978,9,8,"MSB 4206-3","JAR8847F","EO","KL","07-01-2025",NA,39,30,567,"control","control_1971-1980",35.256141,-106.596281,"trem.d",0
"1802","MSB:Fish:4206",1978,9,8,"MSB 4206-1","JAR8848F","EO","JG KL","07-01-2025",NA,43,33,739,"control","control_1971-1980",35.256141,-106.596281,"trem.d",0
"1803","MSB:Fish:4206",1978,9,8,"MSB 4206-4","JAR8852F","EO","GC","07-01-2025",NA,37,29,503,"control","control_1971-1980",35.256141,-106.596281,"trem.d",0
"1804","MSB:Fish:4206",1978,9,8,"MSB 4206-2","JAR8850F","EO","CW","07-01-2025",NA,40,31,665,"control","control_1971-1980",35.256141,-106.596281,"trem.d",0
"1805","MSB:Fish:4206",1978,9,8,"MSB 4206-5","JAR8854F","EO","JG KL","07-01-2025",NA,36,29,433,"control","control_1971-1980",35.256141,-106.596281,"trem.d",0
"1806","MSB:Fish:43490",1999,10,11,"MSB 43490-1","JAR8745F","BP","CW","06-26-2025",NA,72,57,3244,"control","control_1991-2000",35.28302778,-106.5981389,"trem.d",0
"1807","MSB:Fish:43490",1999,10,11,"MSB 43490-3","JAR8749F","BP","CLW","06-26-2025",FALSE,61,49,2200,"control","control_1991-2000",35.28302778,-106.5981389,"trem.d",0
"1808","MSB:Fish:43490",1999,10,11,"MSB 43490-5","JAR8746F","BP","CLW","06-26-2025",FALSE,60,51,2094,"control","control_1991-2000",35.28302778,-106.5981389,"trem.d",0
"1809","MSB:Fish:43490",1999,10,11,"MSB 43490-2","JAR8747F","JG","CLW","06-26-2025",NA,61,55,2713,"control","control_1991-2000",35.28302778,-106.5981389,"trem.d",0
"1810","MSB:Fish:43490",1999,10,11,"MSB 43490-4","JAR8744F","JG","EO CLW","06-26-2025",FALSE,67,54,2031,"control","control_1991-2000",35.28302778,-106.5981389,"trem.d",0
"1811","MSB:Fish:4384",1978,9,23,"MSB 4384-3","JAR8748F","BP","KL","06-30-2025",FALSE,55,44,1919,"impact","impact_1971-1980",34.905272,-106.685564,"trem.d",0
"1812","MSB:Fish:4384",1978,9,23,"MSB 4384-4","JAR8752F","EO","GC","06-30-2025",NA,63,49,2458,"impact","impact_1971-1980",34.905272,-106.685564,"trem.d",0
"1813","MSB:Fish:4384",1978,9,23,"MSB 4384-2","JAR8757F","EO","CW","06-30-2025",NA,64,49,2390,"impact","impact_1971-1980",34.905272,-106.685564,"trem.d",0
"1814","MSB:Fish:4384",1978,9,23,"MSB 4384-1","JAR8750F","BP","CW","06-30-2025",NA,67,55,3024,"impact","impact_1971-1980",34.905272,-106.685564,"trem.d",0
"1815","MSB:Fish:4384",1978,9,23,"MSB 4384-5","JAR8756F","BP","KL","06-30-2025",NA,63,51,2594,"impact","impact_1971-1980",34.905272,-106.685564,"trem.d",0
"1816","MSB:Fish:4423",1978,8,3,"MSB 4423-4","JAR8724F","BP","KL","06-30-2025",NA,44,36,880,"impact","impact_1971-1980",34.905272,-106.685564,"trem.d",0
"1817","MSB:Fish:4423",1978,8,3,"MSB 4423-1","JAR8758F","EO","GC","06-30-2025",NA,46,37,1128,"impact","impact_1971-1980",34.905272,-106.685564,"trem.d",4
"1818","MSB:Fish:4423",1978,8,3,"MSB 4423-2","JAR8754F","BP","CW","06-30-2025",NA,49,38,1164,"impact","impact_1971-1980",34.905272,-106.685564,"trem.d",0
"1819","MSB:Fish:4423",1978,8,3,"MSB 4423-5","JAR8751F","EO","CW","06-30-2025",NA,42,33,832,"impact","impact_1971-1980",34.905272,-106.685564,"trem.d",0
"1820","MSB:Fish:4423",1978,8,3,"MSB 4423-3","JAR8726F","EO","KL","06-30-2025",NA,47,37,1155,"impact","impact_1971-1980",34.905272,-106.685564,"trem.d",1
"1821","MSB:Fish:4432",1978,9,8,"MSB 4432-3","JAR8727F","BP","CW","06-30-2025",NA,39,31,570,"control","control_1971-1980",35.239638,-106.587548,"trem.d",0
"1822","MSB:Fish:4432",1978,9,8,"MSB 4432-1","JAR8759F","BP","JG","06-30-2025",NA,39,30,568,"control","control_1971-1980",35.239638,-106.587548,"trem.d",0
"1823","MSB:Fish:4432",1978,9,8,"MSB 4432-5","JAR8753F","BP","JG GC","06-30-2025",NA,35,26,360,"control","control_1971-1980",35.239638,-106.587548,"trem.d",0
"1824","MSB:Fish:4432",1978,9,8,"MSB 4432-4","JAR8729F","EO","CW","06-30-2025",NA,39,29,548,"control","control_1971-1980",35.239638,-106.587548,"trem.d",0
"1825","MSB:Fish:4432",1978,9,8,"MSB 4432-2","JAR8722F","EO","EO GC","06-30-2025",NA,52,42,1431,"control","control_1971-1980",35.239638,-106.587548,"trem.d",0
"1826","MSB:Fish:4487",1978,9,29,"MSB 4487-1","JAR8887F","EO","GC","07-03-2025",NA,47,37,1143,"control","control_1971-1980",35.383856,-106.490929,"trem.d",0
"1827","MSB:Fish:4487",1978,9,29,"MSB 4487-5","JAR8890F","EO","JG GC","07-03-2025",NA,38,30,543,"control","control_1971-1980",35.383856,-106.490929,"trem.d",0
"1828","MSB:Fish:4487",1978,9,29,"MSB 4487-3","JAR8889F","EO","KL","07-03-2025",NA,46,35,1166,"control","control_1971-1980",35.383856,-106.490929,"trem.d",0
"1829","MSB:Fish:4487",1978,9,29,"MSB 4487-4","JAR8891F","BP","GC","07-03-2025",NA,36,27,481,"control","control_1971-1980",35.383856,-106.490929,"trem.d",0
"1830","MSB:Fish:4487",1978,9,29,"MSB 4487-2","JAR8893F","BP","GC","07-03-2025",NA,49,38,1354,"control","control_1971-1980",35.383856,-106.490929,"trem.d",0
"1831","MSB:Fish:4984",1978,9,5,"MSB 4984-3","JAR8640F","EO","CLW","06-23-2025",NA,38,29,504,"impact","impact_1971-1980",35.196977,-106.642444,"trem.d",0
"1832","MSB:Fish:4984",1978,9,5,"MSB 4984-4","JAR8642F","JG","KL","06-23-2025",NA,32,25,338,"impact","impact_1971-1980",35.196977,-106.642444,"trem.d",0
"1833","MSB:Fish:4984",1978,9,5,"MSB 4984-5","JAR8644F","BP","CW","06-23-2025",NA,32,24,341,"impact","impact_1971-1980",35.196977,-106.642444,"trem.d",0
"1834","MSB:Fish:4984",1978,9,5,"MSB 4984-2","JAR8662F","BP","CLW","06-23-2025",NA,38,30,541,"impact","impact_1971-1980",35.196977,-106.642444,"trem.d",0
"1835","MSB:Fish:4984",1978,9,5,"MSB 4984-1","JAR8660F","EO","CLW","06-23-2025",NA,39,30,621,"impact","impact_1971-1980",35.196977,-106.642444,"trem.d",0
"1836","MSB:Fish:4987",1977,7,6,"MSB 4987-5","JAR8788F","JG","GC","07-01-2025",NA,40,33,672,"control","control_1971-1980",35.232431,-106.594272,"trem.d",0
"1837","MSB:Fish:4987",1977,7,6,"MSB 4987-1","JAR8849F","JG","KL","07-01-2025",NA,52,40,1450,"control","control_1971-1980",35.232431,-106.594272,"trem.d",0
"1838","MSB:Fish:4987",1977,7,6,"MSB 4987-3","JAR8851F","JG","KL","07-01-2025",NA,47,37,1297,"control","control_1971-1980",35.232431,-106.594272,"trem.d",0
"1839","MSB:Fish:4987",1977,7,6,"MSB 4987-2","JAR8790F","EO","JG KL","07-01-2025",NA,54,44,1436,"control","control_1971-1980",35.232431,-106.594272,"trem.d",0
"1840","MSB:Fish:4987",1977,7,6,"MSB 4987-4","JAR8853F","EO","BP","07-01-2025",NA,47,37,1163,"control","control_1971-1980",35.232431,-106.594272,"trem.d",1
"1841","MSB:Fish:49970",1994,5,5,"MSB 49970-1","JAR8641F","EO","CLW","06-20-2025",NA,66,52,2386,"control","control_1991-2000",35.28302778,-106.5981389,"trem.d",0
"1842","MSB:Fish:49970",1994,5,5,"MSB 49970-5","JAR8646F","EO","EO KL","06-20-2025",NA,64,51,2231,"control","control_1991-2000",35.28302778,-106.5981389,"trem.d",1
"1843","MSB:Fish:49970",1994,5,5,"MSB 49970-3","JAR8645F","EO","KL BP CW","06-20-2025",NA,69,55,2817,"control","control_1991-2000",35.28302778,-106.5981389,"trem.d",0
"1844","MSB:Fish:49970",1994,5,5,"MSB 49970-4","JAR8648F","JG","KL","06-20-2025",FALSE,65,53,2749,"control","control_1991-2000",35.28302778,-106.5981389,"trem.d",0
"1845","MSB:Fish:49970",1994,5,5,"MSB 49970-2","JAR8643F","JG","CW JG","06-20-2025",NA,63,52,2230,"control","control_1991-2000",35.28302778,-106.5981389,"trem.d",0
"1846","MSB:Fish:5263",1986,8,12,"MSB 5263-1","JAR8856F","BP","GC","07-02-2025",NA,36,29,497,"control","control_1981-1990",35.28302778,-106.5981389,"trem.d",0
"1847","MSB:Fish:5263",1986,8,12,"MSB 5263-4","JAR8857F","BP","KL","07-02-2025",NA,35,27,407,"control","control_1981-1990",35.28302778,-106.5981389,"trem.d",0
"1848","MSB:Fish:5263",1986,8,12,"MSB 5263-2","JAR8861F","BP","CW","07-02-2025",NA,36,29,462,"control","control_1981-1990",35.28302778,-106.5981389,"trem.d",0
"1849","MSB:Fish:5263",1986,8,12,"MSB 5263-3","JAR8855F","BP","CW","07-02-2025",NA,35,31,653,"control","control_1981-1990",35.28302778,-106.5981389,"trem.d",0
"1850","MSB:Fish:5263",1986,8,12,"MSB 5263-5","JAR8859F","BP","BP EO","07-02-2025",NA,36,29,444,"control","control_1981-1990",35.28302778,-106.5981389,"trem.d",0
"1851","MSB:Fish:5814",1987,9,10,"MSB 5814-1","JAR8631F","KL","KL","06-16-2025",NA,66,52,2223,"impact","impact_1981-1990",34.905272,-106.685564,"trem.d",0
"1852","MSB:Fish:5814",1987,9,10,"MSB 5814-2","JAR8634F","JG","CW","06-17-2025",NA,55,47,1856,"impact","impact_1981-1990",34.905272,-106.685564,"trem.d",0
"1853","MSB:Fish:5814",1987,9,10,"MSB 5814-3","JAR8630F","EO","CLW CW","06-18-2025",NA,67,52,2759,"impact","impact_1981-1990",34.905272,-106.685564,"trem.d",0
